# CLUSTER  dG
1am1homF      -815.162508697375
1am1homF1sa   -1514.6341619355837
1am1homF2sa   -2214.0992560749933
1am1sa        -755.921757322989
1am2homF1sa   -2273.3380969731957
1am2homF2sa   -2972.8003567095657
1am2sa        nan
1dma1homF     -893.5703218713229
1dma1homF1sa  -1593.055102830655
1dma1homF2sa  -2292.5267983021386
1dma1sa       -834.338533245512
1dma2homF1sa  -2351.7624464428104
1dma2homF2sa  -3051.2243770269715
1dma2sa       nan
1homF1sa      -1458.154573823852
1homF1sa1w    -1534.4977289805622
1homF1w       -835.0327933900019
1homF2sa      -2157.6137413958777
1homF2sa1w    -2233.952719885655
1sa1w         -775.7897966955791
2homF         -1517.400577502457
2homF1sa      -2216.8621922066945
2homF1sa1w    -2293.2016434613465
2homF2sa      -2916.321107706268
2homF2sa1w    -2992.655942335621
2sa           nan
2sa1w         nan
3sa           nan
