# CLUSTER  dG
1am1gly       -340.45030068493105
1am1gly1p     -340.80788684271107
1am1gly1p1sa  -1040.280006681896
1am1gly1p2sa  -1739.7518297148872
1am1gly1sa    -1039.918085474115
1am1gly2sa    -1739.3920197893212
1am1glyt      -339.906710689011
1am1glyt1sa   -1039.4179711087997
1am1glyt2sa   -1738.9083249475561
1gly1p1sa     -983.7886548061941
1gly1p1sa1w   -1060.138816334455
1gly1p1w      -360.67305681117193
1gly1p2sa     -1683.2541839459732
1gly1p2sa1w   -1759.6015704695824
1gly1p3sa     -2382.7166986759694
1gly1sa       -983.432451171423
1gly1sa1w     -1059.7856941328444
1gly1w        -360.321334646412
1gly2sa       -1682.921644562083
1gly2sa1w     -1759.2610698350456
1gly3sa       -2382.380260113722
1glyt1sa      -982.9574896359929
1glyt1sa1w    -1059.3000657985933
1glyt1w       -359.79013507375606
1glyt2sa      -1682.444365271617
1glyt2sa1w    -1758.784121720023
1glyt3sa      -2381.9305486848016
