#CLUSTER         ddG_298.15K_[kcal/mol]  ddH_298.15K_[kcal/mol]  ddS_298.15K_[cal/mol/K]  ddE_[kcal/mol]
1am1p            17.838936548883794      17.57776027743239       -0.875989506849038       17.92262767268403
3am3sa           -62.480164693668485     -119.94419227656908     -192.73529291532515      -130.87127104471438
3sa3tma          -71.95855025405763      -135.12591122469166     -211.86436683107178      -148.68786307238042
1am1ma3sa1tma    -72.0879040008731       -133.39508520775416     -205.62529333215076      -145.41873496577318
1am1dma3sa1tma   -73.88558007589018      -134.6404557191854      -203.77285139438555      -147.22874277101073
1am1eda3sa1tma   -74.16851144282555      -135.30893350914994     -205.06598043337524      -147.35923766733322
3ma3sa           -75.97544337180443      -137.2406746847555      -205.48459269697818      -149.04198598209769
1am1dma1ma3sa    -76.08018360310234      -137.39529441366903     -205.65188935334223      -149.12373418617062
1am1eda1ma3sa    -77.12748858099803      -139.33073322148994     -208.63070481535436      -150.9181411373429
1am1dma1eda3sa   -79.22652340005152      -140.5848337020725      -205.7967811572778       -152.1053961403668
1dma1ma3sa1tma   -79.798797880052        -142.78198086783232     -211.24663084996402      -155.57783045030374
1eda1ma3sa1tma   -80.38938265711477      -143.8617072385823      -212.8872197929569       -156.48749582159508
1dma1eda3sa1tma  -81.73338715148566      -145.46236931985186     -213.74805355736007      -157.8868970390613
1dma1eda1ma3sa   -83.57929640659131      -147.6945596889127      -215.043646762269        -159.99704040773213
3dma3sa          -83.86297855526209      -146.95968042034656     -211.62737502987576      -158.9971155070234
3eda3sa          -87.8338806105312       -154.0857108377386      -222.20972740900234      -166.35116013302468
