Cluster		E(wB97X-D)	H-corr:		G-corr:		H(wB97X-D)	G(wB97X-D)	S(wB97X-D)	E(DLPNO)
1sa		-700.126098	0.045614	0.011148	-700.080484	-700.114950	72.540		-699.460421	
1a		-56.546500	0.038600	0.015715	-56.507900	-56.530785	48.164		-56.480252	
1dma		-135.134498	0.098641	0.067924	-135.035857	-135.066574	64.650		-134.937072	
1a_1dma		-191.688317	0.139646	0.097050	-191.548671	-191.591267	89.652		-191.422784	
1sa_1a_1dma	-891.875666	0.190211	0.135999	-891.685455	-891.739667	114.098		-890.938908	
1sa_1a_2dma	-1027.036524	0.290876	0.223724	-1026.745648	-1026.812800	141.333		-1025.899963	
1sa_2a_1dma	-948.438876	0.230397	0.169870	-948.208480	-948.269006	127.389		-947.429943	
2sa_1a_1dma	-1592.064444	0.239411	0.169830	-1591.825032	-1591.894614	146.446		-1590.458526	
2sa_1a_2dma	-1727.241513	0.341980	0.260152	-1726.899532	-1726.981361	172.223		-1725.437301	
2sa_1a_3dma	-1862.412992	0.444328	0.352046	-1861.968664	-1862.060946	194.224		-1860.406487	
2sa_2a_1dma	-1648.639831	0.280205	0.211724	-1648.359625	-1648.428107	144.132		-1646.959920	
2sa_2a_2dma	-1783.802539	0.383167	0.294966	-1783.419373	-1783.507573	185.634		-1781.927249	
2sa_3a_1dma	-1705.200310	0.321117	0.241950	-1704.879192	-1704.958360	166.622		-1703.452627	
3sa_1a_1dma	-2292.238255	0.288230	0.206574	-2291.950025	-2292.031681	171.861		-2289.965629	
3sa_1a_2dma	-2427.426541	0.391695	0.298846	-2427.034847	-2427.127695	195.416		-2424.952214	
3sa_1a_3dma	-2562.615132	0.495345	0.393231	-2562.119788	-2562.221901	214.916		-2559.937034	
3sa_2a_1dma	-2348.830806	0.331066	0.244968	-2348.499740	-2348.585838	181.208		-2346.485070	
3sa_2a_2dma	-2484.015078	0.433961	0.338452	-2483.581117	-2483.676626	201.015		-2481.466175	
3sa_3a_1dma	-2405.410266	0.372756	0.283944	-2405.037510	-2405.126322	186.922		-2402.990373	
4sa_1a_1dma	-2992.403139	0.335597	0.238699	-2992.067542	-2992.164440	203.938		-2989.462505	
4sa_1a_2dma	-3127.607362	0.439206	0.333584	-3127.168156	-3127.273778	222.301		-3124.464588	
4sa_1a_3dma	-3262.790830	0.544666	0.425192	-3262.246164	-3262.365638	251.454		-3259.448500	
4sa_2a_1dma	-3049.001923	0.378553	0.281091	-3048.623369	-3048.720832	205.127		-3045.988407	
4sa_2a_2dma	-3184.199165	0.484153	0.375225	-3183.715012	-3183.823940	229.258		-3180.983409	
4sa_3a_1dma	-3105.585620	0.420540	0.310633	-3105.165079	-3105.274987	231.319		-3102.500502	

