#CLUSTER  dG_298.15K_[Eh]      dH_298.15K_[Eh]      dS_298.15K_[Eh/K]       dE_[Eh]
2gd       -410.0437855599053   -409.99769410624486  0.00015459149307554172  -410.163913991814
3gd       -615.0647098389536   -615.0065201396574   0.00019516920776866187  -615.257677750574
4gd       -820.0967225065981   -820.0274021296889   0.0002325016834111089   -820.362633708477
1gd1sa    -904.50265358576     -904.4531386659793   0.000166073854706517    -904.58232430961
2gd1sa    -1109.5358478303779  -1109.4762873876562  0.00019976670374521484  -1109.69174673385
3gd1sa    -1314.5708176000685  -1314.49912890518    0.00024044506083766481  -1314.799269256803
2sa       -1398.912284118024   -1398.863902127973   0.00016227398977509475  -1398.95673696226
4gd1sa    -1519.6017923406557  -1519.5204817470194  0.00027271706736888896  -1519.905250231648
1gd2sa    -1603.9823871209353  -1603.922760379615   0.00019998907033429164  -1604.101172618347
2gd2sa    -1809.0477354508084  -1808.9733177171065  0.00024959830186895764  -1809.236974343408
3gd2sa    -2014.0843499483403  -2014.0032974919286  0.00027185127087633583  -2014.350990261838
3sa       -2098.372146925021   -2098.310569709269   0.000206530993634378    -2098.450406933544
4gd2sa    -2219.1233491717694  -2219.031226819551   0.00030897988334193174  -2219.464902059327
1gd3sa    -2303.4515689760997  -2303.378392973075   0.00024543351676992083  -2303.604776336311
2gd3sa    -2508.5231640925513  -2508.439478015811   0.0002806844767405118   -2508.750897604842
3gd3sa    -2713.5870857638092  -2713.4903866761233  0.00032433032931545143  -2713.888301587902
4sa       -2797.8342386413965  -2797.760873479819   0.00024606795766171505  -2797.947740006031
4gd3sa    -2918.640618536638   -2918.5328997079064  0.0003612907218922562   -2919.015154939187
1gd4sa    -3002.9157901073245  -3002.8296838516358  0.0002888017967049594   -3003.104205498536
2gd4sa    -3207.992255297637   -3207.897409386361   0.00031811474518157577  -3208.255899284994
3gd4sa    -3413.067429505717   -3412.9596317673595  0.0003615553860719975   -3413.404496414085
4gd4sa    -3618.151180168406   -3618.0329374181024  0.00039658812780072174  -3618.565235145257
