# CLUSTER  dG
1am1msa1sa1tma   -1593.5700006899776
1am1msa1tma      -894.085506758489
1am1sa1tma       -930.0146441596761
1am1tma          -230.536748335183
1am2msa1tma      -1557.641227596256
1am2sa1tma       -1629.4933077196442
1dma1msa1sa1tma  -1671.989784085816
1dma1msa1tma     -972.496264830753
1dma1sa1tma      -1008.4238799276872
1dma1tma         -308.9414845605
1dma2sa1tma      -1707.9153128983633
1eda1msa1tma     -1027.7625157810369
1eda1sa1tma      -1063.6931067403668
1eda1tma         -364.211266146883
1eda2msa1tma     -1691.328338260582
1eda2sa1tma      -1763.1862888247738
1ma1msa1sa1tma   -1632.7808943183838
1ma1msa1tma      -933.285404014149
1ma1sa1tma       -969.21464150691
1ma1tma          -269.73561697364397
1ma2msa1tma      -1596.8505301317468
1ma2sa1tma       -1668.7032116654577
1msa1sa1tma      -1537.0986862922928
1msa2tma         -1011.700302373254
1sa2tma          -1047.6329556720389
2msa1tma         -1501.1705715112967
2msa2tma         -1675.2595151922542
2sa1tma          -1573.021824290414
2sa2tma          -1747.1238722026708
2tma             -348.14939965274897
