# CLUSTER  dG
1am1dma1msa   -854.87308549519
1am1dma1sa    -890.804576186889
1am1eda1msa   -910.1484389243601
1am1eda1sa    -946.0730200219252
1am1ma1msa    -815.6690551497029
1am1ma1sa     -851.592534821161
1dma1eda1msa  -988.5566290367418
1dma1eda1sa   -1024.4858952759744
1dma1ma1msa   -949.349543500288
1dma1ma1sa    -930.0059129443031
1eda1ma1msa   nan
1eda1ma1sa    -985.2747259877
2am1msa       -776.461818767609
2am1sa        -812.3939308261799
2dma1msa      -933.2898576172349
2dma1sa       -969.213911067772
2eda1msa      -1043.8291030460573
2eda1sa       -1079.751702300379
2ma1msa       -854.8701303093651
2ma1sa        -890.794768006163
