Cluster		E(wB97X-D)	H-corr:		G-corr:		H(wB97X-D)	G(wB97X-D)	S(wB97X-D)	E(DLPNO)
1sa		-700.126098	0.045614	0.011148	-700.080484	-700.114950	72.540		-699.460421	
1ma		-95.837826	0.069139	0.041860	-95.768687	-95.795966	57.414		-95.705459	
1w		-76.409619	0.025505	0.004091	-76.384115	-76.405528	45.069		-76.342066	
1ma_1w		-172.261869	0.097525	0.059368	-172.164343	-172.202501	80.309		-172.059269	
1ma_2w		-248.689180	0.126079	0.083344	-248.563101	-248.605836	89.944		-248.415712	
1ma_3w		-325.119676	0.154509	0.105651	-324.965166	-325.014025	102.831		-324.774218	
1ma_4w		-401.546705	0.182875	0.126274	-401.363829	-401.420431	119.128		-401.130278	
1ma_5w		-477.971856	0.210961	0.146830	-477.760895	-477.825026	134.974		-477.485111	
1sa_1ma_1w	-872.437803	0.146918	0.095920	-872.290884	-872.341883	107.336		-871.564139	
1sa_1ma_2w	-948.873485	0.175502	0.116901	-948.697983	-948.756584	123.336		-947.928852	
1sa_1ma_3w	-1025.304304	0.204043	0.137808	-1025.100261	-1025.166496	139.403		-1024.289033	
1sa_1ma_4w	-1101.734968	0.232871	0.159851	-1101.502098	-1101.575117	153.683		-1100.648965	
1sa_1ma_5w	-1178.170896	0.261923	0.187311	-1177.908972	-1177.983585	157.034		-1177.012644	
1sa_2ma_1w	-968.301337	0.218412	0.156538	-968.082925	-968.144799	130.226		-967.292796	
1sa_2ma_2w	-1044.737319	0.247094	0.178200	-1044.490225	-1044.559119	145.000		-1043.657039	
1sa_2ma_3w	-1121.172566	0.276617	0.205936	-1120.895949	-1120.966630	148.760		-1120.020172	
1sa_2ma_4w	-1197.607241	0.305421	0.228946	-1197.301820	-1197.378295	160.955		-1196.382648	
2sa_1ma_1w	-1572.613103	0.195266	0.128388	-1572.417837	-1572.484715	140.757		-1571.072527	
2sa_1ma_2w	-1649.043451	0.223438	0.150660	-1648.820013	-1648.892791	153.174		-1647.432886	
2sa_1ma_3w	-1725.480837	0.251584	0.176140	-1725.229252	-1725.304697	158.787		-1723.795659	
2sa_1ma_4w	-1801.913106	0.280485	0.200397	-1801.632622	-1801.712709	168.559		-1800.155450	
2sa_1ma_5w	-1878.343375	0.308676	0.221562	-1878.034699	-1878.121813	183.348		-1876.515665	
2sa_2ma_1w	-1668.500326	0.269614	0.195017	-1668.230713	-1668.305309	157.001		-1666.821771	
2sa_2ma_2w	-1744.936996	0.298054	0.217362	-1744.638942	-1744.719634	169.830		-1743.187190	
2sa_2ma_3w	-1821.368613	0.326795	0.241079	-1821.041819	-1821.127534	180.404		-1819.547550	
2sa_2ma_4w	-1897.798025	0.355235	0.262376	-1897.442790	-1897.535649	195.439		-1895.907715	
2sa_2ma_5w	-1974.227129	0.383849	0.282734	-1973.843281	-1973.944395	212.813		-1972.264714	

