Cluster		E(wB97X-D)	H-corr:		G-corr:		H(wB97X-D)	G(wB97X-D)	S(wB97X-D)	E(DLPNO)
1sa		-700.126098	0.045614	0.011148	-700.080484	-700.114950	72.540		-699.460421	
1a		-56.546500	0.038600	0.015715	-56.507900	-56.530785	48.164		-56.480252	
1dma		-135.134498	0.098641	0.067924	-135.035857	-135.066574	64.650		-134.937072	
1a_pos		-56.889980	0.054075	0.032977	-56.835904	-56.857003	44.405		-56.817946	
1dma_pos	-135.506487	0.114571	0.083464	-135.391915	-135.423023	65.471		-135.305456	
1a_1dma_H	-192.091694	0.155431	0.114855	-191.936263	-191.976839	85.399		-191.819700	
1a_2dma_H	-327.260454	0.256315	0.199942	-327.004139	-327.060512	118.647		-326.788534	
1sa_1a_1dma_H	-892.263140	0.204705	0.147849	-892.058435	-892.115291	119.664		-891.324918	
1sa_1a_2dma_H	-1027.447767	0.306263	0.234730	-1027.141504	-1027.213037	150.553		-1026.309094	
1sa_2a_1dma_H	-948.842810	0.244895	0.179722	-948.597915	-948.663088	137.168		-947.833850	
1sa_2a_2dma_H	-1084.025915	0.347954	0.270546	-1083.677960	-1083.755369	162.920		-1082.816949	
2a_1dma_H	-248.669398	0.196654	0.147846	-248.472744	-248.521552	102.725		-248.327730	
2sa_1a_1dma_H	-1592.433214	0.251645	0.178813	-1592.181568	-1592.254401	153.289		-1590.827169	
2sa_1a_2dma_H	-1727.643706	0.356741	0.272757	-1727.286964	-1727.370949	176.760		-1725.838602	
2sa_1a_3dma_H	-1862.827223	0.458194	0.358354	-1862.369029	-1862.468869	210.131		-1860.821603	
2sa_2a_1dma_H	-1649.036607	0.295913	0.220791	-1648.740695	-1648.815816	158.106		-1647.360421	
2sa_2a_2dma_H	-1784.216976	0.398197	0.311413	-1783.818779	-1783.905563	182.653		-1782.338557	
2sa_3a_1dma_H	-1705.611786	0.337015	0.255449	-1705.274770	-1705.356337	171.672		-1703.862586	
3sa_1a_2dma_H	-2427.806702	0.405159	0.308895	-2427.401543	-2427.497807	202.605		-2425.334489	
3sa_1a_3dma_H	-2563.010836	0.508754	0.397072	-2562.502083	-2562.613764	235.054		-2560.335263	
3sa_2a_1dma_H	-2349.201263	0.343512	0.252942	-2348.857751	-2348.948321	190.621		-2346.857530	
3sa_2a_2dma_H	-2484.403703	0.447430	0.341895	-2483.956273	-2484.061808	222.117		-2481.857386	
3sa_3a_1dma_H	-2405.797858	0.386858	0.290394	-2405.411001	-2405.507464	203.024		-2403.380742	
4sa_1a_3dma_H	-3263.174540	0.555616	0.431873	-3262.618925	-3262.742667	260.438		-3259.831683	
4sa_2a_2dma_H	-3184.572747	0.494680	0.373750	-3184.078067	-3184.198997	254.518		-3181.359783	
4sa_3a_1dma_H	-3105.964363	0.434587	0.324815	-3105.529777	-3105.639548	231.034		-3102.880075	

