# CLUSTER  dG
1am1fa    -245.970882785828
1am1msa   -719.9994298942132
1am1nta   -337.00701152218295
1am1sa    -755.921503279691
1dma1fa   -324.37954307401105
1dma1msa  -798.411824543598
1dma1nta  -415.41288505289305
1dma1sa   -834.338515424701
1eda1fa   -379.64787936506696
1eda1msa  -853.6806537166091
1eda1nta  -470.68084074192
1eda1sa   -889.6045886642479
1fa1ma    -285.170707908656
1ma1msa   -759.200785067956
1ma1nta   -376.208481206264
1ma1sa    -795.124876138953
1sa1tma   -873.5482029222791
