Cluster		E(wB97X-D)	H-corr:		G-corr:		H(wB97X-D)	G(wB97X-D)	S(wB97X-D)	E(DLPNO)
1sa		-700.126098	0.045614	0.011148	-700.080484	-700.114950	72.540		-699.460421	
1b		-699.619329	0.032986	-0.001528	-699.586343	-699.620857	72.639		-698.951587	
1dma		-135.134498	0.098641	0.067924	-135.035857	-135.066574	64.650		-134.937072	
1b_1dma		-834.775036	0.134286	0.086989	-834.640750	-834.688047	99.545		-833.908871	
1b_2dma		-969.925854	0.235533	0.171855	-969.690320	-969.753999	134.024		-968.862643	
1sa_1b_1dma	-1534.993387	0.184091	0.124071	-1534.809296	-1534.869316	126.323		-1533.458585	
1sa_1b_2dma	-1670.147653	0.284307	0.210461	-1669.863346	-1669.937192	155.423		-1668.411619	
2sa_1b_1dma	-2235.177871	0.231515	0.156231	-2234.946356	-2235.021640	158.449		-2232.975514	
2sa_1b_2dma	-2370.356554	0.334012	0.248457	-2370.022542	-2370.108097	180.066		-2367.952732	
2sa_1b_3dma	-2505.524409	0.438430	0.337254	-2505.085979	-2505.187155	212.942		-2502.920890	
3sa_1b_1dma	-2935.350006	0.279456	0.190574	-2935.070550	-2935.159432	187.068		-2932.478206	
3sa_1b_2dma	-3070.541649	0.382074	0.283357	-3070.159574	-3070.258292	207.768		-3067.470777	
3sa_1b_3dma	-3205.716913	0.485006	0.374241	-3205.231907	-3205.342672	233.125		-3202.446034	
3sa_1b_4dma	-3340.893570	0.590173	0.466043	-3340.303397	-3340.427527	261.253		-3337.419321	
4sa_1b_1dma	-3635.518866	0.327623	0.222046	-3635.191244	-3635.296820	222.205		-3631.982072	
5sa_1b_1dma	-4335.690660	0.375368	0.256454	-4335.315292	-4335.434206	250.275		-4331.487319	

