# CLUSTER  dG
1am1sa1tma  -930.0144482493041
1am2sa1tma  -1629.4927728579762
1am2sa2tma  -1803.5839672318157
1am3sa1tma  -2328.967402179619
1am3sa2tma  -2503.069754968404
1am3sa3tma  -2677.160123889079
1am4sa2tma  -3202.546876139191
1am4sa3tma  -3376.6561762300835
1ma1sa1tma  -969.215650440592
1ma2sa1tma  -1668.704207435842
1ma2sa2tma  -1842.7893129164356
1ma3sa1tma  -2368.168043851664
1ma3sa2tma  -2542.27886458627
1ma3sa3tma  -2716.369336867476
1ma4sa2tma  -3241.75709118313
1ma4sa3tma  -3415.8597243791696
2am2sa1tma  -1685.964830007692
2am3sa1tma  -2385.445881250762
2am3sa2tma  -2559.5377626993545
2am4sa1tma  -3084.9157998419637
2am4sa2tma  -3259.024850422715
2ma2sa1tma  -1764.372329815828
2ma3sa1tma  -2463.8612159890304
2ma3sa2tma  -2637.9521351961794
2ma4sa1tma  -3163.3399397851495
2ma4sa2tma  -3337.447395503824
3am3sa1tma  -2441.915209731217
3am4sa1tma  -3141.402123702134
3ma3sa1tma  -2559.542615738567
3ma4sa1tma  -3259.0303909694903
