# CLUSTER  dG
1am1sa     -755.925328919389
1am2sa     nan
1am3sa     nan
1am4sa     nan
1b1dma     -833.82580057288
1b1dma1sa  -1533.342932634538
1b1dma2sa  -2232.831656490628
1b1dma3sa  -2932.305866470125
1b1dma4sa  -3631.780151702605
1b1gd      -903.993639847658
1b1gd1sa   -1603.5074981354628
1b1gd2sa   -2302.996707070881
1b1gd3sa   -3002.4812593593133
1b1gd4sa   -3701.9535717090807
1b1sa      -1398.460569891439
1b2dma     -968.697114714541
1b2dma1sa  -1668.2153012466829
1b2dma2sa  -2367.719002963856
1b2dma3sa  -3067.206916737678
1b2dma4sa  -3766.6929844163915
1b2dma5sa  -3766.6929844163915
1b2gd      -1109.0246868256022
1b2gd1sa   -1109.0246868256022
1b2gd2sa   -2508.0647783770646
1b2gd3sa   -3207.547348134192
1b2gd4sa   -3907.019983347619
1b2sa      -2097.9392433066346
1b3dma2sa  -2502.600474823566
1b3dma3sa  -3202.095531512513
1b3dma4sa  -3901.5915716076133
1b3dma5sa  -3901.5915716076133
1b3gd2sa   -2713.0970068782676
1b3gd3sa   -3412.6094160535526
1b3gd4sa   -4112.090194816669
1b3sa      -2797.41324222785
1b4dma3sa  -3336.97621656137
1b4dma4sa  nan
1b4gd3sa   -3617.6676509404297
1b4gd4sa   -4317.161143870623
1b4sa      -3496.873409799411
1dma1p1sa  -834.6893518214449
1dma1p2sa  -1534.152993924806
1dma1sa    nan
1dma2sa    nan
1dma3sa    -2233.2932693969487
1dma4sa    nan
1gd1p1sa   -904.8604182381032
1gd1p2sa   -1604.3288505661926
1gd1sa     -904.5044947186101
1gd2sa     -1603.983646858347
1gd3sa     -2303.4552481363103
1gd4sa     -3002.9214753085357
2am        -112.921258872148
2am1sa     nan
2am2sa     -1511.875213746461
2am3sa     nan
2am4sa     nan
2dma       -269.7327413022231
2dma1p     -270.11671738863305
2dma1p1sa  -969.607341999218
2dma1p2sa  -1669.0832262673437
2dma1sa    -969.2180982607289
2dma2sa    -1668.719049288257
2dma3sa    -2368.1957057225936
2dma4sa    -3067.663207178056
2gd        -410.044492049814
2gd1p      -410.44460870415895
2gd1p1sa   -1109.944365715595
2gd1p2sa   -1809.410106364959
2gd1sa     -1109.5378466347834
2gd2sa     -1809.051705401051
2gd3sa     -2508.5263861048425
2gd4sa     -3207.9978924949937
2sa        -1398.9140500222359
3am        -169.377940798408
3am1b2sa   -2267.3539463531615
3am1b3sa   -2267.3539463531615
3am1sa     nan
3am2sa     nan
3am3sa     -2267.832595027399
3am4sa     nan
3dma       -404.599093239991
3dma1p     -405.00003087725497
3dma1p1sa  -1104.5000255409884
3dma1p2sa  -1803.99442011265
3dma1p3sa  -2503.461792013855
3dma1p4sa  -3202.935910578159
3dma1sa    -1104.0937350678403
3dma2sa    -1803.6005952890089
3dma3sa    -2503.0951486105632
3dma4sa    -3202.566207019461
3gd        -615.066279110574
3gd1p      -615.4850055830439
3gd1p1sa   -1314.9989447703392
3gd1p2sa   -2014.4863468902429
3gd1p3sa   -2713.9522746639445
3gd1sa     -1314.573790573546
3gd2sa     -2014.0866694018378
3gd3sa     -2713.5922850179013
3gd4sa     -3413.0735845949976
3sa        -2098.375043503544
4am        -225.83515016083797
4am1b3sa   -3023.321209106618
4am1b4sa   -3722.803594128175
4am1p      -226.23642444836295
4am1p1sa   -925.708009999913
4am1sa     nan
4am2sa     nan
4am3sa     nan
4am4sa     -3023.791143809282
4dma       -539.469959062877
4dma1p     -539.8716136357501
4dma1p1sa  -1239.381362027176
4dma1p2sa  -1938.8886760511512
4dma1p3sa  -2638.3738160310463
4dma1p4sa  -3337.842876128315
4dma1sa    -1238.9642312015533
4dma2sa    nan
4dma3sa    -2637.98058712169
4dma4sa    nan
4gd        -820.0985669704771
4gd1p      -820.5201857936671
4gd1p1sa   -1520.020845403423
4gd1p2sa   -2219.5428572431483
4gd1p3sa   -2919.030003640139
4gd1p4sa   -3618.5084969144236
4gd1sa     -1519.6060602702821
4gd2sa     -2219.1270228793264
4gd3sa     -2918.6474722234466
4gd4sa     -3618.1565922652567
4sa        -2797.8390562095065
5am1p      -282.704339429397
5am1p1sa   -982.181320163642
5am1p2sa   -1681.67535805409
5am1p4sa   -3080.6443453865236
5dma1p     -674.738636322513
5dma1p1sa  -1374.261193608853
5dma1p2sa  -2073.7714292590335
5dma1p3sa  nan
5dma1p4sa  -3472.7534216414388
5gd1p      -1025.5413197638634
5gd1p1sa   -1725.0618466596059
5gd1p2sa   -2424.5792837289728
5gd1p3sa   -3124.0925795598055
5gd1p4sa   -3823.574749466483
