Cluster		E(wB97X-D)	H-corr:		G-corr:		H(wB97X-D)	G(wB97X-D)	S(wB97X-D)	E(DLPNO)
1sa		-700.126098	0.045614	0.011148	-700.080484	-700.114950	72.540		-699.460421	
1goaw		-379.429835	0.080486	0.043304	-379.349349	-379.386531	78.257		-379.035060	
1a		-56.546500	0.038600	0.015715	-56.507900	-56.530785	48.164		-56.480252	
1w		-76.409619	0.025505	0.004091	-76.384115	-76.405528	45.069		-76.342066	
1goaw_1a	-436.000173	0.121644	0.076509	-435.878529	-435.923664	94.994		-435.535114	
1goaw_1a_1w	-512.428632	0.149381	0.097727	-512.279251	-512.330905	108.716		-511.892690	
1goaw_1w	-455.859049	0.108801	0.064954	-455.750248	-455.794095	92.282		-455.393931	
1goaw_2a	-492.563690	0.163196	0.110083	-492.400494	-492.453607	111.786		-492.029679	
1goaw_2a_1w	-568.992381	0.190981	0.130928	-568.801400	-568.861453	126.392		-568.387445	
1goaw_2w	-532.290514	0.136992	0.086828	-532.153522	-532.203686	105.579		-531.754037	
1sa_1a_1goaw	-1136.164785	0.167915	0.109609	-1135.996871	-1136.055176	122.715		-1135.031036	
1sa_1a_1goaw_1w	-1212.604780	0.198536	0.136253	-1212.406244	-1212.468527	131.084		-1211.398418	
1sa_1a_1goaw_2w	-1289.038095	0.227130	0.158702	-1288.810965	-1288.879393	144.019		-1287.761456	
1sa_1a_1goaw_3w	-1365.469633	0.255757	0.182283	-1365.213875	-1365.287350	154.641		-1364.123170	
1sa_1a_1goaw_4w	-1441.909858	0.285500	0.210153	-1441.624359	-1441.699705	158.580		-1440.492221	
1sa_1a_1goaw_5w	-1518.339949	0.314119	0.231253	-1518.025830	-1518.108696	174.406		-1516.851753	
1sa_1goaw	-1079.587708	0.129129	0.077287	-1079.458579	-1079.510421	109.109		-1078.524239	
1sa_1goaw_1w	-1156.021635	0.156188	0.098365	-1155.865448	-1155.923270	121.698		-1154.887725	
1sa_1goaw_2w	-1232.450853	0.184189	0.117291	-1232.266664	-1232.333562	140.798		-1231.246876	
1sa_1goaw_3w	-1308.882456	0.213778	0.146483	-1308.668679	-1308.735973	141.634		-1307.606055	
2sa_1goaw	-1779.744583	0.176299	0.110253	-1779.568284	-1779.634330	139.005		-1778.014184	
2sa_1goaw_1w	-1856.179908	0.203988	0.131782	-1855.975920	-1856.048126	151.972		-1854.378870	
2sa_1goaw_2w	-1932.612399	0.232548	0.154597	-1932.379851	-1932.457802	164.061		-1930.740022	
2sa_1goaw_3w	-2009.049022	0.259588	0.178531	-2008.789434	-2008.870491	170.599		-2007.104787	
2sa_1goaw_4w	-2085.481175	0.288625	0.205628	-2085.192550	-2085.275547	174.682		-2083.464755	
2sa_1goaw_5w	-2161.918327	0.316493	0.229140	-2161.601833	-2161.689187	183.850		-2159.829713	
2sa_1goaw_6w	-2238.349216	0.344376	0.250585	-2238.004840	-2238.098631	197.400		-2236.190082	
2sa_1goaw_7w	-2314.785269	0.372858	0.278117	-2314.412411	-2314.507152	199.400		-2312.551903	

